"buildingID","case1_annual_h_wh","case2_annual_h_wh","case3_annual_h_wh","case4_annual_h_wh","case5_annual_h_wh","case6_annual_h_wh","case7_annual_h_wh","case8_annual_h_wh","case9_annual_h_wh","case10_annual_h_wh","case11_annual_h_wh","case12_annual_h_wh","case13_annual_h_wh","case14_annual_h_wh","case15_annual_h_wh","case16_annual_h_wh","case17_annual_h_wh","case18_annual_h_wh","case19_annual_h_wh","case20_annual_h_wh","case21_annual_h_wh","case22_annual_h_wh","case23_annual_h_wh","case24_annual_h_wh","case25_annual_h_wh"
"363100012150828","21992600","26402800","31231100","36423000","41939700","29540100","35068200","41064800","47513000","54423800","36887200","43474600","50608500","58247500","66507500","43981200","51598100","59806500","68579800","78094900","50734600","59322100","68558100","78475100","89179600"
"363100012096870","26367300","26365900","26364300","26362600","26360800","32590800","32587500","31675000","32580000","34636500","110533000","56777400","42760700","99174300","42745300","70680600","42118700","42109900","138785000","70623100","146167000","50666900","83537600","58258300","58240900"
"363100012114053","19431100","19430500","19429900","19429300","19428700","23912900","23911700","23287500","23908800","25410300","80582100","41856900","31272900","72137800","31267100","52074300","30867800","30864400","101338000","52052300","106551000","36922100","61535900","42455900","42449300"
"363100012207956","7301500","7301160","7300780","7300370","7299940","9514120","9512310","9249090","9508350","10285900","37620500","19053700","13162800","32747500","13153300","24267200","13008300","13003000","48008300","24230900","49844100","15778300","29047500","18559200","18549000"
"363100012151332","9247540","11154600","13244400","15486600","17857300","16254400","19215100","22433100","25885700","29605100","22313500","26189400","30374300","34839100","39695000","27390900","32012900","36992800","42296400","48088100","31600800","36887500","42532700","48624700","55162100"
"363100012143842","21313200","25575400","30225100","35202000","40474500","28620100","33929200","39681200","45855600","52455400","35707200","42017200","48852000","56163400","64038600","42532600","49823300","57684200","66074300","75142300","49035900","57244100","66080400","75557400","85752500"
"363100012074288","18143900","18142700","18141300","18139800","18138200","22580900","22577600","21956500","22570200","24055800","78467300","40296800","29843800","70018000","29828100","50362300","29430600","29421600","98855000","50303000","103917000","35398600","59648900","40845700","40828100"
"363100012109227","28126800","33809100","40003200","46625300","53648400","37017000","44007300","51597200","59758600","68438400","45605900","53880700","62846900","72428500","82762500","53945900","63462400","73730300","84652400","96520900","61854200","72585300","84072900","96420300","109718000"
"363100012214041","1526550","1526420","1526270","1526120","1525950","1994930","1994220","1934360","1992660","2156090","7915540","3963440","2763080","6889370","2759360","5046770","2720470","2718420","10075400","5032790","10465800","3315140","6035060","3896740","3892810"
"363100012097962","22942700","27555100","32588200","37962100","43644200","30781300","36553800","42814000","49532600","56671800","38352100","45261300","52726300","60674700","69275000","45707200","53695500","62300300","71402900","81361800","52637300","61710100","71371400","81766800","92945200"
"363100012124544","17537900","17537500","17537000","17536400","17535800","21746500","21745400","21181800","21742900","23168100","74990300","38916600","28663200","66821900","28658100","48591400","28309900","28307000","94563700","48572100","99183900","33891800","57539000","39112200","39106400"
"363100012131652","9201880","11098500","13178700","15411400","17773900","16167600","19112400","22313300","25747900","29451500","22202700","26050900","30212600","34660400","39485300","27250700","31844500","36796500","42083500","47834200","31451200","36696600","42313200","48367400","54868400"
"363100012117408","23477600","28309900","33612800","39299400","45334200","30739500","36731900","43254700","50259900","57753900","37841100","44947800","52650400","60932700","69862700","44760900","52959700","61805900","71278400","81559800","51381900","60615800","70555600","81260500","92822300"
"363100012074755","25002400","30009500","35462600","41287400","47441100","33579900","39856200","46677700","53981600","61741900","41853700","49397700","57557100","66226200","75600000","49918300","58673300","68091100","78040200","88920600","57521200","67491400","78084900","89472800","101724000"
"363100012087687","7978490","9587920","11341800","13214700","15192600","14473700","16999400","19738200","22664000","25810900","19976200","23302700","26868600","30654000","34788600","24556700","28514600","32762600","37257400","42193700","28313200","32853500","37662800","42846100","48401900"
"363100012136081","26559800","31932500","37788800","44043900","50675600","34971700","41587000","48778600","56497900","64709600","43072800","50930100","59434700","68494300","78300400","50974200","60009400","69751600","80068000","91355600","58420900","68648700","79542900","91272600","103897000"
"363100012099829","7597340","9144090","10837000","12649200","14562000","13827300","16270900","18917200","21749000","24795000","19143200","22365600","25822500","29499100","33494400","23584900","27431300","31553700","35924300","40701400","27246200","31662600","36337200","41373800","46765800"
"363100012130425","22254900","26659800","31464400","36606700","42055900","29853100","35338700","41289600","47680300","54493400","37187200","43724600","50792400","58335300","66485400","44276200","51827300","59944400","68567000","77957500","50970900","59509900","68612800","78404300","88926900"
