"buildingID","case1_annual_h_wh","case2_annual_h_wh","case3_annual_h_wh","case4_annual_h_wh","case5_annual_h_wh","case6_annual_h_wh","case7_annual_h_wh","case8_annual_h_wh","case9_annual_h_wh","case10_annual_h_wh","case11_annual_h_wh","case12_annual_h_wh","case13_annual_h_wh","case14_annual_h_wh","case15_annual_h_wh","case16_annual_h_wh","case17_annual_h_wh","case18_annual_h_wh","case19_annual_h_wh","case20_annual_h_wh","case21_annual_h_wh","case22_annual_h_wh","case23_annual_h_wh","case24_annual_h_wh","case25_annual_h_wh"
"363100012081291","57055300","57054400","57053300","57052300","57051200","70319900","70317700","68484600","70312800","74752600","235968000","123068000","92025800","210928000","92016000","152873000","90862200","90856400","296660000","152835000","311097000","108507000","180506000","124768000","124757000"
"363100012081359","51952300","59899000","68376900","77431800","86987500","68506800","78209100","88557900","99614600","111359000","84262600","95792300","108029000","120931000","134887000","99478300","112749000","126764000","141438000","157418000","113816000","128829000","144538000","161273000","179068000"
"363100012149906","14965000","17276900","19749700","22380600","25154900","26501000","30050200","33820600","37820100","42087600","36140600","40797200","45720400","50861900","56426500","44178400","49709000","55567700","61660600","68288500","50800900","57155600","63782200","70832200","78270300"
"363100012079930","35053900","40279400","45837200","51756700","58003200","47138000","53615600","60493600","67781300","75549500","58631800","66378400","74572900","83174300","92444300","69660900","78621100","88063600","97944300","108605000","80082100","90214900","100857000","112124000","124091000"
"363100012110673","10503800","12069000","13736100","15511800","17383900","19018500","21447200","24021900","26736600","29634700","26036600","29235300","32597400","36092900","39885000","31860700","35654700","39655600","43795200","48313900","36630500","40995100","45517900","50323700","55382000"
"363100012064289","22225200","22224600","22223900","22223200","22222500","27566700","27565200","26848400","27562000","29363500","94470500","49157900","36318200","84124500","36311700","61275900","35877400","35873600","118999000","61250400","124561000","42889600","72480200","49462200","49455000"
"363100012080669","24441200","24440900","24440500","24440000","24439600","30269200","30268300","29494500","30266300","32238700","103506000","53969200","39833600","92084100","39829500","67255800","39364000","39361600","130519000","67240000","136560000","46998400","79558500","54201800","54197300"
"363100012095800","34754700","39910900","45397000","51239200","57403200","46704200","53097200","59884800","67090300","74760700","58055100","65718300","73813900","82293400","91474700","68982200","77838700","87161500","96878000","107445000","79261900","89308600","99802300","110937000","122755000"
"363100012101953","13999200","16143200","18434700","20874800","23449800","24702900","27975700","31456900","35142500","39072300","33615000","37903200","42430700","47146700","52260000","41050800","46129900","51505300","57080400","63162200","47162200","53001900","59069600","65530100","72337100"
"363100012074128","14021000","16168200","18463100","20905100","23481700","24729400","28006100","31492000","35180400","39113500","33652700","37940500","42471800","47200400","52312500","41087800","46170100","51552100","57146200","63227500","47213500","53048200","59127900","65594100","72411100"
"363100012064048","32480100","37262500","42348800","47771500","53490200","43634500","49533300","55795800","62426500","69493900","54228100","61241200","68667400","76480700","84845200","64334100","72416900","80956100","89915700","99497100","73889100","82987500","92595000","102741000","113489000"
"363100012112250","38917600","44842000","51143800","57848700","64920800","51274900","58513700","66207500","74394100","83098800","62960600","71623800","80736700","90233700","100677000","74371900","84310700","94739700","105509000","117515000","84959600","96319300","107976000","120478000","133748000"
"363100012149833","82039200","94125900","106968000","120649000","135115000","110110000","124993000","140781000","157520000","175357000","136719000","154434000","173162000","192795000","213941000","162204000","182589000","204088000","226519000","250730000","186161000","209193000","233329000","258879000","285899000"
"363100012100079","25475800","25474500","25473100","25471600","25470200","31122300","31117300","30330100","31106400","33004200","102160000","53720200","40363700","91320400","40339900","66472800","39838800","39824800","128011000","66380700","134235000","47334400","78229000","54255200","54229900"
"363100012144093","34903300","40108000","45653600","51557500","57778700","45977300","52316900","59055000","66205800","73820100","56486400","63984300","71917600","80253900","89249700","66580100","75172200","84238700","93716200","103990000","76078400","85757000","95906400","106672000","118110000"
"363100012119538","23362800","23362300","23361800","23361200","23360600","28820600","28819400","28042300","28816800","30629200","96659900","50184300","37735800","86586800","37730600","62330200","37225000","37221900","121407000","62309700","127519000","44557900","73590300","51208600","51202700"
"363100012100342","33681900","38656500","43940300","49562800","55496400","45270700","51413200","57921500","64811500","72160300","56263000","63589500","71319300","79431600","88167000","66798000","75235600","84131400","93421300","103452000","76710900","86253200","96259300","106854000","118082000"
"363100012121646","34336400","34335500","34334700","34333700","34332800","42722400","42720400","41516800","42716100","45490400","146657000","75313400","56397500","131430000","56388700","93867500","55599500","55594300","184463000","93833200","194006000","66892900","111065000","77072300","77062500"
"363100012088980","38998300","38996500","38994600","38992500","38990400","48602100","48596400","47189700","48584000","51751800","167564000","85625700","64229700","150218000","64203500","106760000","63256700","63241500","210592000","106660000","221703000","76248100","126301000","87844600","87816700"
"363100012193310","1409560","1409480","1409380","1409280","1409180","1858210","1857790","1796870","1856890","2008880","7445850","3661020","2590470","6546650","2588410","4669720","2549860","2548680","9485770","4661700","9920930","3135980","5597970","3684280","3682110"
"363100012111219","13144800","15141900","17271700","19538700","21937700","23912700","27026200","30331600","33824100","37542600","32872200","36953000","41280800","45830200","50681000","40262300","45140900","50308000","55742100","61526900","46413400","51984400","57857600","64074000","70627800"
"363100012126870","32387600","37172300","42249100","47657900","53379700","43481400","49367900","55611100","62216700","69263500","54015500","61000800","68404000","76176900","84505500","64061800","72110800","80608800","89521900","99048000","73565900","82618700","92171400","102258000","112937000"
"363100012142789","24869300","24868300","24867200","24866100","24865000","30602700","30600400","29795400","30595300","32509000","102287000","53277000","39979900","91490200","39969600","66133300","39453100","39447000","128511000","66093100","134881000","47118100","78034300","54131800","54120200"
"363100012080693","38143000","43890500","50013900","56541500","63450800","43445400","49763800","56492500","63655900","71265900","48600100","55488500","62828800","70604500","78934100","53664800","61159900","69062900","77424500","86405800","58601800","66616500","75080700","84089400","93710400"
"363100012073528","30625500","30625100","30624800","30624400","30624000","38130900","38129600","37010800","38126600","40581900","130672000","66611200","50339500","117537000","50333100","82984100","49567800","49564000","164235000","82959400","173229000","59843300","98192000","68884400","68877600"
"363100012151504","34749000","39944800","45480300","51370300","57576900","45793800","52113800","58835200","65971300","73566300","56274700","63748700","71660800","79979900","88949000","66335600","74903300","83944800","93409100","103650000","75815400","85457500","95584200","106320000","117730000"
"363100012125550","10263100","11777100","13395200","15121200","16943700","11136400","12737100","14444600","16265400","18192600","11981900","13671000","15470800","17378300","19417100","12823800","14603000","16484400","18472900","20610800","13641800","15501200","17464300","19558700","21787200"
"363100012117804","35349800","40723000","46449100","52544500","58971300","46646900","53226800","60220600","67661300","75593500","57410000","65234200","73515600","82223000","91657400","67815700","76819900","86310400","96234500","107051000","77614000","87810200","98463200","109808000","121862000"
"363100012132769","38714400","38713700","38713000","38712200","38711400","49080400","49078700","47727700","49075000","52602300","178990000","91512400","66084200","158344000","66076500","115163000","65274200","65269700","226891000","115133000","237078000","78725600","137037000","91539200","91530400"
"363100012150308","12637700","14577300","16648800","18857900","21188600","23111100","26160800","29397500","32820700","36468700","31851500","35864800","40122600","44602500","49383500","39062400","43871400","48967900","54332600","60046900","45061800","50561900","56365000","62511600","68993800"
"363100012144249","32226800","36999100","42072900","47472400","53192800","43249800","49133200","55373100","61988800","69060700","53739500","60714600","68120600","75923400","84275100","63731500","71782700","80289600","89241000","98788100","73207400","82253400","91826700","101931000","112644000"
"363100012086215","40862400","40861300","40860100","40858800","40857500","50832200","50829500","49393400","50823600","54119100","174446000","89507500","67087900","156337000","67075800","111555000","66132400","66125300","219466000","111507000","230917000","79582100","131992000","91677700","91664100"
"363100012139536","22086900","22086300","22085700","22085100","22084500","27408300","27407000","26690500","27404000","29198400","94126200","48880300","36128300","83797100","36122200","60945400","35683700","35680200","118676000","60921800","124279000","42686300","72115300","49239000","49232200"
"363100012119069","32149900","36920200","41997200","47416700","53152800","43185000","49076300","55331100","61966900","69055000","53699900","60685200","68113000","75938500","84308100","63718900","71783300","80316900","89292600","98858600","73217400","82285400","91888100","102022000","112757000"
"363100012086199","33515600","33514700","33513900","33513000","33512000","41466700","41465000","40312700","41461200","44087100","139826000","72216100","54429300","125451000","54421800","89758800","53654600","53650200","175557000","89730500","184602000","64405800","106025000","74041500","74033400"
"363100012102403","13310500","15371500","17577400","19932400","22416300","23476500","26612700","29957100","33493500","37255700","31997300","36082500","40416900","44970100","49837800","39076600","43932300","49082100","54487800","60276500","44971500","50514800","56345000","62534300","69063800"
"363100012092107","32109900","36919200","42062200","47563700","53378300","43188200","49125300","55442200","62163300","69335400","53751700","60787100","68280200","76197800","84648500","63821500","71933000","80544400","89612400","99260400","73375400","82490100","92175900","102401000","113215000"
"363100012217413","660226","660164","660099","660030","659959","870861","870742","840814","870485","941369","3432740","1690670","1213880","3010620","1213390","2152350","1191670","1191400","4363190","2150550","4538780","1470670","2578060","1726430","1725910"
"363100012098077","11412600","13155000","15015300","16999800","19094300","20673200","23376000","26256400","29295900","32526400","28385400","31946400","35706000","39645500","43868800","34800200","39043000","43526300","48210100","53255100","40119600","44985400","50066100","55470800","61156900"
"363100012124802","32020700","36784900","41862700","47278900","53002800","43006400","48890500","55145900","61772500","68849600","53448800","60448300","67872600","75672600","84047800","63440100","71505700","80036100","88962600","98549200","72859000","81964200","91549500","101691000","112411000"
"363100012091530","11584600","13312100","15151300","17109700","19174700","20937000","23617000","26457800","29456400","32650500","28651600","32184100","35897800","39755600","43937100","35065200","39253900","43674100","48240200","53227900","40306900","45139200","50133800","55447600","61026900"
"363100012067950","13297300","15358200","17563300","19918800","22404100","23464000","26601200","29947300","33486800","37252100","31997700","36079900","40417200","44981700","49846200","39079000","43936500","49092000","54515600","60299600","44993000","50528100","56368600","62561800","69097500"
"363100012139440","49191300","49190100","49188900","49187700","49186400","61113800","61111100","59502100","61105200","65119900","210494000","109126000","80644100","187503000","80632200","136122000","79648800","79641700","265378000","136075000","278009000","95353500","161112000","110018000","110005000"
"363100012091985","11023900","12692700","14473100","16372000","18375400","19989200","22573300","25324400","28225900","31305800","27448200","30829700","34409600","38181200","42183400","33613600","37649200","41917400","46414700","51183400","38764800","43365500","48211900","53345300","58747600"
"363100012068249","24841900","24841400","24840900","24840400","24839800","30542600","30541500","29755800","30539000","32448000","101755000","53245500","39871600","90964600","39866400","66068900","39375500","39372500","127829000","66048800","134003000","46953000","77952300","53942500","53936700"
"363100012225638","709111","709049","708983","708914","708844","935119","934999","903429","934741","1011030","3691720","1822730","1303420","3236710","1302920","2320840","1280640","1280360","4694770","2319010","4883400","1577860","2780160","1852860","1852340"
"363100012110237","71361500","82308200","94008700","106437000","119547000","94211500","107694000","122036000","137334000","153579000","116039000","132144000","149198000","167115000","186601000","137241000","155834000","175431000","195892000","218344000","157210000","178350000","200363000","223894000","248965000"
"363100012091028","40665900","46750200","53231400","60131700","67403600","53545200","60939300","68807100","77159000","86047500","65763700","74505200","83758500","93487300","103974000","77490400","87502200","98073400","109135000","121100000","88536900","99800300","111632000","124173000","137499000"
"363100012149345","38888400","38887200","38885800","38884500","38883000","48318800","48315800","46900700","48309500","51390500","164486000","84021800","63646600","147977000","63633800","104568000","62655800","62648200","206542000","104518000","217805000","75572500","123623000","86912900","86898500"
"363100012066433","40522900","40521000","40519000","40516900","40514700","50408800","50404600","48900600","50395600","53609000","172071000","87482800","66460800","155061000","66442900","108905000","65398600","65388000","215973000","108836000","228107000","79028200","128775000","90873800","90853900"
"363100012206763","879774","879741","879707","879670","879632","1164240","1164160","1122190","1164000","1258170","4599460","2241790","1625740","4068580","1625400","2854450","1594580","1594390","5837390","2853170","6109050","1977500","3420900","2318820","2318450"
"363100012105301","31475100","36116100","41044600","46291900","51844500","42229300","47943900","54006100","60427000","67273000","52417800","59224800","66416900","73956100","82075400","62178100","70012000","78270800","86897700","96194100","71358400","80204200","89482800","99304400","109696000"
"363100012066434","60366300","69592400","79474300","90018900","101147000","65914300","75736500","86249100","97461100","109319000","71215200","81726200","92900600","104636000","117394000","76700300","87822200","99539600","111759000","125260000","81813700","93646400","105873000","119099000","133108000"
"363100012085946","11002100","11001500","11000800","11000100","10999300","13736800","13733800","13330300","13727300","14631800","47684500","24289700","18181900","42678100","18167500","30308300","17893500","17885200","59908800","30252900","63078900","21585600","35851200","24880500","24865400"
"363100012212613","3274080","3273960","3273830","3273700","3273560","4286650","4286180","4164270","4285170","4639840","17054600","8604390","5955840","14814500","5953570","10966500","5883600","5882320","21791500","10957800","22550100","7152630","13140300","8424350","8421960"
"363100012061962","22676000","22675600","22675100","22674500","22674000","28931200","28930100","28119200","28927800","31058800","107280000","54580800","39190300","94753500","39185600","68860600","38706800","38704000","136175000","68842000","142226000","46806000","82064400","54541300","54536000"
"363100012119033","11526300","13255700","15095200","17049900","19115900","20815000","23490300","26328300","29324500","32515600","28500700","32015900","35723100","39589900","43754800","34874300","39051800","43465100","48057000","53021400","40127200","44920700","49915900","55218900","60800400"
"363100012086677","11005600","12673300","14452300","16350200","18353600","19985000","22571200","25324700","28228700","31311800","27455100","30850600","34437800","38206900","42226700","33647000","37695200","41972900","46462500","51256600","38799300","43429100","48282100","53432600","58850000"
"363100012092248","11444900","13161600","14986200","16924300","18972600","20683900","23338200","26154700","29129200","32295900","28332300","31819800","35498900","39343700","43473700","34672600","38819600","43201700","47767600","52692400","39904800","44659800","49621600","54888100","60429700"
"363100012119428","44635900","51171400","58136200","65548600","73383700","59558700","67628700","76200600","85293300","94985100","73595700","83293700","93484300","104054000","115702000","87202100","98340600","110016000","122015000","135411000","99760400","112516000","125564000","139521000","154313000"
"363100012215795","705405","705276","705138","704994","704845","937985","937678","901499","937017","1012910","3766640","1798710","1313500","3341500","1312130","2294650","1284740","1283950","4779620","2289370","5028270","1603110","2750550","1878960","1877410"
"363100012120247","35600400","40865000","46463300","52416500","58696700","47811800","54334100","61263900","68611800","76430600","59371200","67218100","75485600","84108900","93505700","70543800","79599300","89118000","98978100","109812000","80982300","91306900","102003000","113388000","125462000"
"363100012135747","12201300","14031600","15977400","18050000","20237400","22004900","24835600","27839100","31009900","34387400","30089500","33830300","37758000","41827400","46260000","36830900","41264000","45936300","50744800","56037600","42329800","47449900","52724200","58344100","64253000"
"363100012085111","40915800","46997200","53454900","60335300","67604800","54871300","62372200","70335000","78784400","87791200","68071300","77053000","86529600","96434100","107186000","80789900","91133500","102026000","113344000","125691000","92691300","104440000","116671000","129660000","143428000"
"363100012086617","51724400","59616000","68043200","77039300","86533500","68196700","77838000","88126400","99108900","110775000","83831300","95323300","107495000","120270000","134177000","98997000","112203000","126131000","140632000","156572000","113191000","128197000","143784000","160431000","178118000"
"363100012071090","39003000","45010100","51448500","58340200","65610600","51453700","58801700","66640200","75003000","83911700","63393000","72062500","81305900","91102700","101585000","74845700","84815100","95399100","106581000","118520000","85759600","96939900","108822000","121405000","134769000"
"363100012126526","13397700","15468800","17685100","20049900","22542600","23581300","26729200","30085800","33634500","37409200","32093600","36204200","40556100","45109800","50006600","39184800","44062100","49229500","54624100","60449900","45057300","50645400","56487700","62699600","69247400"
"363100012118146","30872300","30871800","30871200","30870600","30870000","38046200","38044900","37036900","38042200","40431000","127219000","66291600","49765400","113919000","49759800","82298300","49114600","49111300","159730000","82276400","167622000","58705300","97134200","67458600","67452300"
"363100012120675","44249900","50922900","58037900","65600500","73597200","58147300","66292300","74953700","84178100","93988600","71374100","81023500","91253900","102019000","113650000","84107900","95198500","106904000","119159000","132458000","96129700","108640000","121751000","135683000","150503000"
"363100012233193","1077810","1077760","1077710","1077660","1077600","1419130","1418900","1374460","1418430","1535370","5681750","2818880","1978180","4975480","1977090","3595500","1949840","1949220","7246750","3591280","7550010","2389290","4310630","2810400","2809250"
"363100012107591","37504800","43085600","49020500","55338700","62015600","50421700","57320800","64645000","72399000","80683600","62684800","70920800","79634100","88766600","98621300","74454800","83955300","93975300","104436000","115744000","85528500","96284100","107554000","119503000","132141000"
"363100012115869","13889900","16056000","18372900","20843200","23449100","24612400","27950900","31510100","35276300","39287400","33608200","38015000","42671800","47530000","52791900","41142400","46386100","51939100","57706700","63999900","47351700","53398400","59686900","66392800","73460000"
"363100012068259","42237500","42236300","42235200","42233900","42232700","52490200","52487600","50962400","52482100","55836900","179003000","91477900","69171600","160990000","69160500","113884000","68123000","68116400","224875000","113840000","237130000","82139100","134681000","94495900","94483400"
"363100012095955","33522900","38451400","43693600","49273000","55179600","44998200","51080500","57527700","64361400","71653600","55895400","63124500","70774000","78815100","87441200","66302400","74630600","83415500","92626700","102493000","76125900","85503500","95380100","105822000","116871000"
"363100012137927","39109100","45106300","51529400","58387000","65620300","51585700","58910900","66715700","75046800","83917000","63530000","72167200","81373400","91134900","101579000","74974100","84915000","95455100","106592000","118497000","85876500","97022500","108858000","121398000","134718000"
"363100012218206","1852620","1852440","1852260","1852070","1851870","2439400","2438990","2347230","2438100","2626970","9584540","4588050","3386890","8597760","3385050","5835680","3319560","3318480","12147600","5828450","12877800","4132950","6990740","4826810","4824740"
"363100012116700","11660600","13407900","15266500","17245400","19335100","21099800","23807000","26678100","29708300","32939000","28882400","32459900","36215500","40106800","44347700","35365500","39604700","44073500","48675300","53738200","40645900","45547100","50594000","55969800","61622300"
"363100012132749","97551200","97547500","97543600","97539400","97535000","121184000","121176000","117613000","121158000","128869000","411450000","210380000","159567000","370294000","159534000","261728000","157061000","157042000","516185000","261602000","544207000","189464000","309333000","217829000","217793000"
"363100012082171","54838300","63138700","71962100","81375500","91316900","72980300","83207600","94076100","105657000","117984000","90242300","102468000","115405000","129001000","143743000","106913000","121035000","135911000","151471000","168418000","122628000","138638000","155369000","173183000","192121000"
"363100012064450","29249400","29249200","29248800","29248500","29248200","36227500","36226800","35291300","36225300","38581500","123325000","64416300","47661300","109770000","47658200","80218600","47083400","47081500","155291000","80206200","162367000","56240200","94847200","64831500","64827900"
"363100012112138","46739400","53806000","61324700","69342300","77806800","53171300","60936800","69205600","78015800","87362500","59387100","67881600","76917300","86456900","96740100","65554900","74777600","84504500","94742100","105858000","71471400","81397700","91809900","102931000","114801000"
