"archetype","yearRange","caseID","c_WWR","c_WRR","c_SW","c_GSW","c_Ninf","c_WOR","c_Gwindow","c_Tmax","p_Tmin","p_Uroof","p_Uwall","p_Ufloor","p_Uwindow"
"TH_06_14","06_14",15,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","20","0.36","0.405","0.44","1.9"
"TH_06_14","06_14",16,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","15","0.455","0.4975","0.515","1.95"
"TH_06_14","06_14",17,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","16.25","0.455","0.4975","0.515","1.95"
"TH_06_14","06_14",18,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","17.5","0.455","0.4975","0.515","1.95"
"TH_06_14","06_14",19,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","18.75","0.455","0.4975","0.515","1.95"
"TH_06_14","06_14",20,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","20","0.455","0.4975","0.515","1.95"
"TH_06_14","06_14",21,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","15","0.55","0.59","0.59","2"
"TH_06_14","06_14",22,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","16.25","0.55","0.59","0.59","2"
"TH_06_14","06_14",23,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","17.5","0.55","0.59","0.59","2"
"TH_06_14","06_14",24,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","18.75","0.55","0.59","0.59","2"
"TH_06_14","06_14",25,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","20","0.55","0.59","0.59","2"
"TH_2015","2015",1,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","15","0.17","0.22","0.29","1.8"
"TH_2015","2015",2,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","16.25","0.17","0.22","0.29","1.8"
"TH_2015","2015",3,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","17.5","0.17","0.22","0.29","1.8"
"TH_2015","2015",4,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","18.75","0.17","0.22","0.29","1.8"
"TH_2015","2015",5,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","20","0.17","0.22","0.29","1.8"
"TH_2015","2015",6,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","15","0.245","0.295","0.365","1.8375"
"TH_2015","2015",7,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","16.25","0.245","0.295","0.365","1.8375"
"TH_2015","2015",8,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","17.5","0.245","0.295","0.365","1.8375"
"TH_2015","2015",9,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","18.75","0.245","0.295","0.365","1.8375"
"TH_2015","2015",10,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","20","0.245","0.295","0.365","1.8375"
"TH_2015","2015",11,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","15","0.32","0.37","0.44","1.875"
"TH_2015","2015",12,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","16.25","0.32","0.37","0.44","1.875"
"TH_2015","2015",13,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","17.5","0.32","0.37","0.44","1.875"
"TH_2015","2015",14,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","18.75","0.32","0.37","0.44","1.875"
"TH_2015","2015",15,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","20","0.32","0.37","0.44","1.875"
"TH_2015","2015",16,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","15","0.395","0.445","0.515","1.9125"
"TH_2015","2015",17,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","16.25","0.395","0.445","0.515","1.9125"
"TH_2015","2015",18,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","17.5","0.395","0.445","0.515","1.9125"
"TH_2015","2015",19,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","18.75","0.395","0.445","0.515","1.9125"
"TH_2015","2015",20,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","20","0.395","0.445","0.515","1.9125"
"TH_2015","2015",21,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","15","0.47","0.52","0.59","1.95"
"TH_2015","2015",22,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","16.25","0.47","0.52","0.59","1.95"
"TH_2015","2015",23,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","17.5","0.47","0.52","0.59","1.95"
"TH_2015","2015",24,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","18.75","0.47","0.52","0.59","1.95"
"TH_2015","2015",25,"0.35","0.1","0.2","0.2","0.4","0.25","0.65","26","20","0.47","0.52","0.59","1.95"
