,max,max,l_pc6_consumption_kwh_m3,case1_kwh_m3,case2_kwh_m3,case3_kwh_m3,case4_kwh_m3,case5_kwh_m3,case6_kwh_m3,case7_kwh_m3,case8_kwh_m3,case9_kwh_m3,case10_kwh_m3,case11_kwh_m3,case12_kwh_m3,case13_kwh_m3,case14_kwh_m3,case15_kwh_m3,case16_kwh_m3,case17_kwh_m3,case18_kwh_m3,case19_kwh_m3,case20_kwh_m3,case21_kwh_m3,case22_kwh_m3,case23_kwh_m3,case24_kwh_m3,case25_kwh_m3
0,1094SH,MFH_75_91,34.2810364728509,9.86619620921478,11.8593507723952,14.0348664042784,16.3615654191863,18.8223987877864,13.1469242937312,15.6295928585024,18.3270169997323,21.2201196512927,24.2999909715261,16.319868982659,19.2834526730056,22.4875209666304,25.9086027176804,29.6049431429387,19.4013492120839,22.8243778784582,26.510442917283,30.4268794158964,34.6984521979928,22.3172605174775,26.1920681807902,30.3319943343308,34.7853197740913,39.5834790704106
1,1094ME,MFH_75_91,37.746670873408,9.22216998371761,11.0941663208956,13.1460012424789,15.352689856279,17.6978387642611,12.2297099311033,14.5626953889379,17.1005231231346,19.8306818878308,22.7531998826791,15.1671361422837,17.9401583789058,20.946175545052,24.1768311436734,27.6646205744298,18.0125468870861,21.2139876456317,24.6695730731384,28.3740580342258,32.3901679561225,20.7323657791686,24.3358207849357,28.2218269096992,32.4020212100915,36.921795726887
2,1094SB,MFH_75_91,76.5865244345843,9.38424016517724,11.2829273656506,13.3589231089846,15.5776095071141,17.9288789259088,12.305073249556,14.6468724525889,17.1908243382294,19.9213425097028,22.8308993596088,15.130506051437,17.906174690685,20.9061842424184,24.11482689684,27.5834451858763,17.8845024661532,21.0720344312724,24.5089790980413,28.1629950725682,32.152414521992,20.4885689746021,24.0872357874571,27.9331602208107,32.0747860706753,36.540463277825
3,1094SR,MFH_1964,42.1124225554298,9.95159785294463,11.978647982658,14.1978714534423,16.5723849568988,19.0801635231144,18.1033275754626,21.3057898789557,24.7750426760479,28.4879782995561,32.4825670946169,25.0603410007335,29.2862017436858,33.8192317301223,38.6395344991916,43.8823278742598,30.8780270985085,35.9220728384622,41.3276613561356,47.0564100569308,53.3279611144575,35.6717506259822,41.4637470731048,47.5927032116388,54.2013224472772,61.2774976642565
4,1094SP,MFH_1964,33.5096939400179,8.86014336166173,10.2598218582756,11.7954649077369,13.4429083250118,15.1856198202274,14.4859284242158,16.658663357219,18.9509925115413,21.5546474001373,24.448395806459,25.0344655869481,23.6781741635487,25.6345578254133,33.3320513402054,32.4748737395631,25.6462710708612,26.7807213576819,30.4331223566374,41.9077352447529,40.8252683621279,34.6350427948003,31.0126929054864,37.7562099741148,40.2164930666001,45.0103555813643
5,1094NR,MFH_1964,42.7620314289821,10.3644071195446,12.4558059838933,14.7351643908484,17.1697123847922,19.7394644105223,18.811744275869,22.0966834798113,25.6580614307585,29.4607639880813,33.5520639283611,25.9654641706546,30.2956245670904,34.9336416258312,39.8520530411401,45.2356700794876,31.9279295494056,37.077387470832,42.602855261953,48.4398759407084,54.8696868624257,36.8067200230255,42.7215559718739,48.9740453468669,55.7201104954534,62.9487600107326
6,1094SC,MFH_75_91,37.4483108186821,9.71663909375155,11.6579821775278,13.7727684311511,16.034246778421,18.4291280642012,13.0465157574093,15.4694404085269,18.0952890073451,20.9157342361627,23.918191824827,16.2676189931687,19.157460839709,22.2850009598193,25.6264667618878,29.2232667833965,19.3795894479007,22.7228520156143,26.3243650916228,30.1579719145161,34.3098826820726,22.3354693425348,26.1117524307129,30.1600312843708,34.5045622397171,39.1774728486133
7,1094LW,MFH_75_91,34.3419773006543,10.2733070348856,12.343160965789,14.5996669211753,17.0092125978361,19.5581989439971,13.7348763052966,16.318411593803,19.1238947892089,22.1333519050367,25.3331957457039,17.0771604319408,20.1706898024601,23.5150131940608,27.080561264873,30.9325430687399,20.3300607300532,23.9102867660759,27.7663352436643,31.8533067651994,36.3162381226202,23.4065408970404,27.4694443496114,31.8041509947931,36.4683174923745,41.4861186170441
8,1094EW,MFH_75_91,35.3611875760474,9.2866432043177,11.1879152623701,13.2654944834755,15.4888954792097,17.8448126477501,12.2001571805035,14.5490881141967,17.1068439585953,19.8519896749635,22.7796984101343,15.0290424481993,17.8230918084979,20.8464484498494,24.0844095234617,27.5887684340429,17.7932732879456,21.0107202355975,24.4835458225274,28.1819315281831,32.2211502275433,20.4146673806796,24.0522410875517,27.9484642618349,32.1490649861654,36.6780505039273
